Model,Organism,Subsystem,Frac_RXNS,Frac_TICs
iECB_1328,Escherichia coli B str. REL606,"Transport Outer Membrane Porin",0.342105263157895,0.290780141843972
iECB_1328,Escherichia coli B str. REL606,"Transport, ABC system",0.0263157894736842,0.0354609929078014
iECB_1328,Escherichia coli B str. REL606,"Transport, Outer Membrane",0.0087719298245614,0.00709219858156028
iECDH10B_1368,Escherichia coli str. K-12 substr. DH10B,"Alanine, Aspartate, and Glutamate Metabolism",0.0172413793103448,0.0285714285714286
iECDH10B_1368,Escherichia coli str. K-12 substr. DH10B,"Alternate Carbon Metabolism",0.0862068965517241,0.0428571428571429
iECDH10B_1368,Escherichia coli str. K-12 substr. DH10B,"Amino acid metabolism: Valine, Leucine and Isoleucine biosynthesis",0.0172413793103448,0.0285714285714286
iECDH10B_1368,Escherichia coli str. K-12 substr. DH10B,"Citrate cycle (TCA cycle)",0.00862068965517241,0.00714285714285714
iECDH10B_1368,Escherichia coli str. K-12 substr. DH10B,"Cofactor and Prosthetic Group Biosynthesis",0.0172413793103448,0.00714285714285714
iECDH10B_1368,Escherichia coli str. K-12 substr. DH10B,"Exchange",0.00862068965517241,0.0142857142857143
iECDH10B_1368,Escherichia coli str. K-12 substr. DH10B,"Folate Biosynthesis",0.0172413793103448,0.00714285714285714
iECDH10B_1368,Escherichia coli str. K-12 substr. DH10B,"Glycolysis and Gluconeogenesis",0.0517241379310345,0.0214285714285714
iECDH10B_1368,Escherichia coli str. K-12 substr. DH10B,"Histidine Biosynthesis",0.00862068965517241,0.0214285714285714
iECDH10B_1368,Escherichia coli str. K-12 substr. DH10B,"Inorganic Ion Transport and Metabolism",0.0258620689655172,0.142857142857143
iECDH10B_1368,Escherichia coli str. K-12 substr. DH10B,"Membrane Lipid Metabolism",0.189655172413793,0.0785714285714286
iECDH10B_1368,Escherichia coli str. K-12 substr. DH10B,"Nucleotide Salvage Pathway",0.0344827586206897,0.0571428571428571
iECDH10B_1368,Escherichia coli str. K-12 substr. DH10B,"Oxidative Phosphorylation",0.00862068965517241,0.0357142857142857
iECDH10B_1368,Escherichia coli str. K-12 substr. DH10B,"Purine and Pyrimidine Biosynthesis",0.0258620689655172,0.0214285714285714
iECDH10B_1368,Escherichia coli str. K-12 substr. DH10B,"Pyruvate Metabolism",0.0258620689655172,0.0214285714285714
iECDH10B_1368,Escherichia coli str. K-12 substr. DH10B,"Transport",0.0344827586206897,0.107142857142857
iECDH10B_1368,Escherichia coli str. K-12 substr. DH10B,"Transport Outer Membrane Porin",0.387931034482759,0.314285714285714
iECDH10B_1368,Escherichia coli str. K-12 substr. DH10B,"Transport, ABC system",0.0258620689655172,0.0357142857142857
iECDH10B_1368,Escherichia coli str. K-12 substr. DH10B,"Transport, Outer Membrane",0.00862068965517241,0.00714285714285714
iECDH1ME8569_1439,Escherichia coli DH1,"Alanine, Aspartate, and Glutamate Metabolism",0.0172413793103448,0.0285714285714286
iECDH1ME8569_1439,Escherichia coli DH1,"Alternate Carbon Metabolism",0.0862068965517241,0.0428571428571429
iECDH1ME8569_1439,Escherichia coli DH1,"Amino acid metabolism: Valine, Leucine and Isoleucine biosynthesis",0.0172413793103448,0.0285714285714286
iECDH1ME8569_1439,Escherichia coli DH1,"Citrate cycle (TCA cycle)",0.00862068965517241,0.00714285714285714
iECDH1ME8569_1439,Escherichia coli DH1,"Cofactor and Prosthetic Group Biosynthesis",0.0172413793103448,0.00714285714285714
iECDH1ME8569_1439,Escherichia coli DH1,"Exchange",0.00862068965517241,0.0142857142857143
iECDH1ME8569_1439,Escherichia coli DH1,"Folate Biosynthesis",0.0172413793103448,0.00714285714285714
iECDH1ME8569_1439,Escherichia coli DH1,"Glycolysis and Gluconeogenesis",0.0517241379310345,0.0214285714285714
iECDH1ME8569_1439,Escherichia coli DH1,"Histidine Biosynthesis",0.00862068965517241,0.0214285714285714
iECDH1ME8569_1439,Escherichia coli DH1,"Inorganic Ion Transport and Metabolism",0.0258620689655172,0.142857142857143
iECDH1ME8569_1439,Escherichia coli DH1,"Membrane Lipid Metabolism",0.189655172413793,0.0785714285714286
iECDH1ME8569_1439,Escherichia coli DH1,"Nucleotide Salvage Pathway",0.0344827586206897,0.0571428571428571
iECDH1ME8569_1439,Escherichia coli DH1,"Oxidative Phosphorylation",0.00862068965517241,0.0357142857142857
iECDH1ME8569_1439,Escherichia coli DH1,"Purine and Pyrimidine Biosynthesis",0.0258620689655172,0.0214285714285714
iECDH1ME8569_1439,Escherichia coli DH1,"Pyruvate Metabolism",0.0258620689655172,0.0214285714285714
iECDH1ME8569_1439,Escherichia coli DH1,"Transport",0.0344827586206897,0.107142857142857
iECDH1ME8569_1439,Escherichia coli DH1,"Transport Outer Membrane Porin",0.387931034482759,0.314285714285714
iECDH1ME8569_1439,Escherichia coli DH1,"Transport, ABC system",0.0258620689655172,0.0357142857142857
iECDH1ME8569_1439,Escherichia coli DH1,"Transport, Outer Membrane",0.00862068965517241,0.00714285714285714
iECD_1391,Escherichia coli BL21(DE3),"Alanine, Aspartate, and Glutamate Metabolism",0.0175438596491228,0.0283687943262411
iECD_1391,Escherichia coli BL21(DE3),"Alternate Carbon Metabolism",0.105263157894737,0.0567375886524823
iECD_1391,Escherichia coli BL21(DE3),"Amino acid metabolism: Phenylalanine, Tyrosine, Tryptophan biosynthesis",0.0087719298245614,0.00709219858156028
iECD_1391,Escherichia coli BL21(DE3),"Amino acid metabolism: Valine, Leucine and Isoleucine biosynthesis",0.0175438596491228,0.0283687943262411
iECD_1391,Escherichia coli BL21(DE3),"Citrate cycle (TCA cycle)",0.0087719298245614,0.00709219858156028
iECD_1391,Escherichia coli BL21(DE3),"Cofactor and Prosthetic Group Biosynthesis",0.0175438596491228,0.00709219858156028
iECD_1391,Escherichia coli BL21(DE3),"Exchange",0.0175438596491228,0.0212765957446809
iECD_1391,Escherichia coli BL21(DE3),"Folate Biosynthesis",0.0175438596491228,0.00709219858156028
iECD_1391,Escherichia coli BL21(DE3),"Glycolysis and Gluconeogenesis",0.0526315789473684,0.0212765957446809
iECD_1391,Escherichia coli BL21(DE3),"Histidine Biosynthesis",0.0087719298245614,0.0212765957446809
iECD_1391,Escherichia coli BL21(DE3),"Inorganic Ion Transport and Metabolism",0.0263157894736842,0.141843971631206
iECD_1391,Escherichia coli BL21(DE3),"Membrane Lipid Metabolism",0.192982456140351,0.0780141843971631
iECD_1391,Escherichia coli BL21(DE3),"Nucleotide Salvage Pathway",0.0350877192982456,0.0567375886524823
iECD_1391,Escherichia coli BL21(DE3),"Oxidative Phosphorylation",0.0087719298245614,0.0354609929078014
iECD_1391,Escherichia coli BL21(DE3),"Purine and Pyrimidine Biosynthesis",0.0263157894736842,0.0212765957446809
iECD_1391,Escherichia coli BL21(DE3),"Pyruvate Metabolism",0.0263157894736842,0.0212765957446809
iECD_1391,Escherichia coli BL21(DE3),"Transport",0.0350877192982456,0.106382978723404
iECD_1391,Escherichia coli BL21(DE3),"Transport Outer Membrane Porin",0.342105263157895,0.290780141843972
iECD_1391,Escherichia coli BL21(DE3),"Transport, ABC system",0.0263157894736842,0.0354609929078014
iECD_1391,Escherichia coli BL21(DE3),"Transport, Outer Membrane",0.0087719298245614,0.00709219858156028
iECED1_1282,Escherichia coli ED1a,"Alanine, Aspartate, and Glutamate Metabolism",0.0176991150442478,0.0287769784172662
iECED1_1282,Escherichia coli ED1a,"Alternate Carbon Metabolism",0.0619469026548673,0.0359712230215827
iECED1_1282,Escherichia coli ED1a,"Amino acid metabolism: Valine, Leucine and Isoleucine biosynthesis",0.0176991150442478,0.0287769784172662
iECED1_1282,Escherichia coli ED1a,"Citrate cycle (TCA cycle)",0.00884955752212389,0.00719424460431655
iECED1_1282,Escherichia coli ED1a,"Cofactor and Prosthetic Group Biosynthesis",0.0176991150442478,0.00719424460431655
iECED1_1282,Escherichia coli ED1a,"Exchange",0.00884955752212389,0.0143884892086331
iECED1_1282,Escherichia coli ED1a,"Folate Biosynthesis",0.0176991150442478,0.00719424460431655
iECED1_1282,Escherichia coli ED1a,"Glycolysis and Gluconeogenesis",0.0530973451327434,0.0215827338129496
iECED1_1282,Escherichia coli ED1a,"Histidine Biosynthesis",0.00884955752212389,0.0215827338129496
iECED1_1282,Escherichia coli ED1a,"Inorganic Ion Transport and Metabolism",0.0265486725663717,0.143884892086331
iECED1_1282,Escherichia coli ED1a,"Membrane Lipid Metabolism",0.194690265486726,0.079136690647482
iECED1_1282,Escherichia coli ED1a,"Nucleotide Salvage Pathway",0.0353982300884956,0.0575539568345324
iECED1_1282,Escherichia coli ED1a,"Oxidative Phosphorylation",0.00884955752212389,0.0359712230215827
iECED1_1282,Escherichia coli ED1a,"Purine and Pyrimidine Biosynthesis",0.0265486725663717,0.0215827338129496
iECED1_1282,Escherichia coli ED1a,"Pyruvate Metabolism",0.0265486725663717,0.0215827338129496
iECED1_1282,Escherichia coli ED1a,"Transport",0.0353982300884956,0.107913669064748
iECED1_1282,Escherichia coli ED1a,"Transport Outer Membrane Porin",0.398230088495575,0.316546762589928
iECED1_1282,Escherichia coli ED1a,"Transport, ABC system",0.0265486725663717,0.0359712230215827
iECED1_1282,Escherichia coli ED1a,"Transport, Outer Membrane",0.00884955752212389,0.00719424460431655
iECH74115_1262,Escherichia coli O157:H7 str. EC4115,"Alanine, Aspartate, and Glutamate Metabolism",0.0185185185185185,0.0294117647058824
iECH74115_1262,Escherichia coli O157:H7 str. EC4115,"Alternate Carbon Metabolism",0.0925925925925926,0.0441176470588235
iECH74115_1262,Escherichia coli O157:H7 str. EC4115,"Amino acid metabolism: Valine, Leucine and Isoleucine biosynthesis",0.0185185185185185,0.0294117647058824
iECH74115_1262,Escherichia coli O157:H7 str. EC4115,"Citrate cycle (TCA cycle)",0.00925925925925926,0.00735294117647059
iECH74115_1262,Escherichia coli O157:H7 str. EC4115,"Cofactor and Prosthetic Group Biosynthesis",0.0185185185185185,0.00735294117647059
iECH74115_1262,Escherichia coli O157:H7 str. EC4115,"Exchange",0.00925925925925926,0.0147058823529412
iECH74115_1262,Escherichia coli O157:H7 str. EC4115,"Folate Biosynthesis",0.0185185185185185,0.00735294117647059
iECH74115_1262,Escherichia coli O157:H7 str. EC4115,"Glycolysis and Gluconeogenesis",0.0555555555555556,0.0220588235294118
iECH74115_1262,Escherichia coli O157:H7 str. EC4115,"Histidine Biosynthesis",0.00925925925925926,0.0220588235294118
iECH74115_1262,Escherichia coli O157:H7 str. EC4115,"Inorganic Ion Transport and Metabolism",0.0277777777777778,0.147058823529412
iECH74115_1262,Escherichia coli O157:H7 str. EC4115,"Membrane Lipid Metabolism",0.203703703703704,0.0808823529411765
iECH74115_1262,Escherichia coli O157:H7 str. EC4115,"Nucleotide Salvage Pathway",0.037037037037037,0.0588235294117647
iECH74115_1262,Escherichia coli O157:H7 str. EC4115,"Oxidative Phosphorylation",0.00925925925925926,0.0367647058823529
iECH74115_1262,Escherichia coli O157:H7 str. EC4115,"Purine and Pyrimidine Biosynthesis",0.0277777777777778,0.0220588235294118
iECH74115_1262,Escherichia coli O157:H7 str. EC4115,"Pyruvate Metabolism",0.0277777777777778,0.0220588235294118
iECH74115_1262,Escherichia coli O157:H7 str. EC4115,"Transport",0.037037037037037,0.110294117647059
iECH74115_1262,Escherichia coli O157:H7 str. EC4115,"Transport Outer Membrane Porin",0.342592592592593,0.294117647058824
iECH74115_1262,Escherichia coli O157:H7 str. EC4115,"Transport, ABC system",0.0277777777777778,0.0367647058823529
iECH74115_1262,Escherichia coli O157:H7 str. EC4115,"Transport, Outer Membrane",0.00925925925925926,0.00735294117647059
iECIAI39_1322,Escherichia coli IAI39,"Alanine, Aspartate, and Glutamate Metabolism",0.0168067226890756,0.0224719101123595
iECIAI39_1322,Escherichia coli IAI39,"Alternate Carbon Metabolism",0.0588235294117647,0.0280898876404494
iECIAI39_1322,Escherichia coli IAI39,"Amino acid metabolism: Valine, Leucine and Isoleucine biosynthesis",0.0168067226890756,0.0224719101123595
iECIAI39_1322,Escherichia coli IAI39,"Citrate cycle (TCA cycle)",0.0168067226890756,0.0337078651685393
iECIAI39_1322,Escherichia coli IAI39,"Cofactor and Prosthetic Group Biosynthesis",0.0252100840336134,0.0337078651685393
iECIAI39_1322,Escherichia coli IAI39,"Exchange",0.00840336134453781,0.0112359550561798
iECIAI39_1322,Escherichia coli IAI39,"Folate Biosynthesis",0.0168067226890756,0.00561797752808989
iECIAI39_1322,Escherichia coli IAI39,"Glycolysis and Gluconeogenesis",0.0504201680672269,0.0168539325842697
iECIAI39_1322,Escherichia coli IAI39,"Histidine Biosynthesis",0.00840336134453781,0.0168539325842697
iECIAI39_1322,Escherichia coli IAI39,"Inorganic Ion Transport and Metabolism",0.0252100840336134,0.112359550561798
iECIAI39_1322,Escherichia coli IAI39,"Membrane Lipid Metabolism",0.235294117647059,0.146067415730337
iECIAI39_1322,Escherichia coli IAI39,"Nucleotide Salvage Pathway",0.0336134453781513,0.0449438202247191
iECIAI39_1322,Escherichia coli IAI39,"Oxidative Phosphorylation",0.00840336134453781,0.0280898876404494
iECIAI39_1322,Escherichia coli IAI39,"Purine and Pyrimidine Biosynthesis",0.0252100840336134,0.0168539325842697
iECIAI39_1322,Escherichia coli IAI39,"Pyruvate Metabolism",0.0252100840336134,0.0168539325842697
iECIAI39_1322,Escherichia coli IAI39,"Transport",0.0336134453781513,0.0842696629213483
iECIAI39_1322,Escherichia coli IAI39,"Transport Outer Membrane Porin",0.361344537815126,0.241573033707865
iECIAI39_1322,Escherichia coli IAI39,"Transport, ABC system",0.0252100840336134,0.0280898876404494
iECIAI39_1322,Escherichia coli IAI39,"Transport, Outer Membrane",0.00840336134453781,0.00561797752808989
iECNA114_1301,Escherichia coli NA114,"Alanine, Aspartate, and Glutamate Metabolism",0.0172413793103448,0.0285714285714286
iECNA114_1301,Escherichia coli NA114,"Alternate Carbon Metabolism",0.0862068965517241,0.0428571428571429
iECNA114_1301,Escherichia coli NA114,"Amino acid metabolism: Valine, Leucine and Isoleucine biosynthesis",0.0172413793103448,0.0285714285714286
iECNA114_1301,Escherichia coli NA114,"Citrate cycle (TCA cycle)",0.00862068965517241,0.00714285714285714
iECNA114_1301,Escherichia coli NA114,"Cofactor and Prosthetic Group Biosynthesis",0.0172413793103448,0.00714285714285714
iECNA114_1301,Escherichia coli NA114,"Exchange",0.00862068965517241,0.0142857142857143
iECNA114_1301,Escherichia coli NA114,"Folate Biosynthesis",0.0172413793103448,0.00714285714285714
iECNA114_1301,Escherichia coli NA114,"Glycolysis and Gluconeogenesis",0.0517241379310345,0.0214285714285714
iECNA114_1301,Escherichia coli NA114,"Histidine Biosynthesis",0.00862068965517241,0.0214285714285714
iECNA114_1301,Escherichia coli NA114,"Inorganic Ion Transport and Metabolism",0.0258620689655172,0.142857142857143
iECNA114_1301,Escherichia coli NA114,"Membrane Lipid Metabolism",0.189655172413793,0.0785714285714286
iECNA114_1301,Escherichia coli NA114,"Nucleotide Salvage Pathway",0.0344827586206897,0.0571428571428571
iECNA114_1301,Escherichia coli NA114,"Oxidative Phosphorylation",0.00862068965517241,0.0357142857142857
iECNA114_1301,Escherichia coli NA114,"Purine and Pyrimidine Biosynthesis",0.0258620689655172,0.0214285714285714
iECNA114_1301,Escherichia coli NA114,"Pyruvate Metabolism",0.0258620689655172,0.0214285714285714
iECNA114_1301,Escherichia coli NA114,"Transport",0.0344827586206897,0.107142857142857
iECNA114_1301,Escherichia coli NA114,"Transport Outer Membrane Porin",0.387931034482759,0.314285714285714
iECNA114_1301,Escherichia coli NA114,"Transport, ABC system",0.0258620689655172,0.0357142857142857
iECNA114_1301,Escherichia coli NA114,"Transport, Outer Membrane",0.00862068965517241,0.00714285714285714
iECO103_1326,Escherichia coli O103:H2 str. 12009,"Alanine, Aspartate, and Glutamate Metabolism",0.0166666666666667,0.0277777777777778
iECO103_1326,Escherichia coli O103:H2 str. 12009,"Alternate Carbon Metabolism",0.1,0.0555555555555556
iECO103_1326,Escherichia coli O103:H2 str. 12009,"Amino acid metabolism: Phenylalanine, Tyrosine, Tryptophan biosynthesis",0.00833333333333333,0.00694444444444444
iECO103_1326,Escherichia coli O103:H2 str. 12009,"Amino acid metabolism: Valine, Leucine and Isoleucine biosynthesis",0.0166666666666667,0.0277777777777778
iECO103_1326,Escherichia coli O103:H2 str. 12009,"Citrate cycle (TCA cycle)",0.00833333333333333,0.00694444444444444
iECO103_1326,Escherichia coli O103:H2 str. 12009,"Cofactor and Prosthetic Group Biosynthesis",0.0166666666666667,0.00694444444444444
iECO103_1326,Escherichia coli O103:H2 str. 12009,"Exchange",0.0166666666666667,0.0208333333333333
iECO103_1326,Escherichia coli O103:H2 str. 12009,"Folate Biosynthesis",0.0166666666666667,0.00694444444444444
iECO103_1326,Escherichia coli O103:H2 str. 12009,"Glycolysis and Gluconeogenesis",0.05,0.0208333333333333
iECO103_1326,Escherichia coli O103:H2 str. 12009,"Histidine Biosynthesis",0.00833333333333333,0.0208333333333333
iECO103_1326,Escherichia coli O103:H2 str. 12009,"Inorganic Ion Transport and Metabolism",0.025,0.138888888888889
iECO103_1326,Escherichia coli O103:H2 str. 12009,"Membrane Lipid Metabolism",0.183333333333333,0.0763888888888889
iECO103_1326,Escherichia coli O103:H2 str. 12009,"Nucleotide Salvage Pathway",0.0333333333333333,0.0555555555555556
iECO103_1326,Escherichia coli O103:H2 str. 12009,"Oxidative Phosphorylation",0.00833333333333333,0.0347222222222222
iECO103_1326,Escherichia coli O103:H2 str. 12009,"Purine and Pyrimidine Biosynthesis",0.025,0.0208333333333333
iECO103_1326,Escherichia coli O103:H2 str. 12009,"Pyruvate Metabolism",0.025,0.0208333333333333
iECO103_1326,Escherichia coli O103:H2 str. 12009,"Transport",0.0333333333333333,0.104166666666667
iECO103_1326,Escherichia coli O103:H2 str. 12009,"Transport Outer Membrane Porin",0.375,0.305555555555556
iECO103_1326,Escherichia coli O103:H2 str. 12009,"Transport, ABC system",0.025,0.0347222222222222
iECO103_1326,Escherichia coli O103:H2 str. 12009,"Transport, Outer Membrane",0.00833333333333333,0.00694444444444444
iECO111_1330,Escherichia coli O111:H- str. 11128,"Alanine, Aspartate, and Glutamate Metabolism",0.0172413793103448,0.0285714285714286
iECO111_1330,Escherichia coli O111:H- str. 11128,"Alternate Carbon Metabolism",0.103448275862069,0.0571428571428571
iECO111_1330,Escherichia coli O111:H- str. 11128,"Amino acid metabolism: Phenylalanine, Tyrosine, Tryptophan biosynthesis",0.00862068965517241,0.00714285714285714
iECO111_1330,Escherichia coli O111:H- str. 11128,"Amino acid metabolism: Valine, Leucine and Isoleucine biosynthesis",0.0172413793103448,0.0285714285714286
iECO111_1330,Escherichia coli O111:H- str. 11128,"Citrate cycle (TCA cycle)",0.00862068965517241,0.00714285714285714
iECO111_1330,Escherichia coli O111:H- str. 11128,"Cofactor and Prosthetic Group Biosynthesis",0.0172413793103448,0.00714285714285714
iECO111_1330,Escherichia coli O111:H- str. 11128,"Exchange",0.00862068965517241,0.00714285714285714
iECO111_1330,Escherichia coli O111:H- str. 11128,"Folate Biosynthesis",0.0172413793103448,0.00714285714285714
iECO111_1330,Escherichia coli O111:H- str. 11128,"Glycolysis and Gluconeogenesis",0.0517241379310345,0.0214285714285714
iECO111_1330,Escherichia coli O111:H- str. 11128,"Histidine Biosynthesis",0.00862068965517241,0.0214285714285714
iECO111_1330,Escherichia coli O111:H- str. 11128,"Inorganic Ion Transport and Metabolism",0.0258620689655172,0.142857142857143
iECO111_1330,Escherichia coli O111:H- str. 11128,"Membrane Lipid Metabolism",0.189655172413793,0.0785714285714286
iECO111_1330,Escherichia coli O111:H- str. 11128,"Nucleotide Salvage Pathway",0.0344827586206897,0.0571428571428571
iECO111_1330,Escherichia coli O111:H- str. 11128,"Oxidative Phosphorylation",0.00862068965517241,0.0357142857142857
iECO111_1330,Escherichia coli O111:H- str. 11128,"Purine and Pyrimidine Biosynthesis",0.0258620689655172,0.0214285714285714
iECO111_1330,Escherichia coli O111:H- str. 11128,"Pyruvate Metabolism",0.0258620689655172,0.0214285714285714
iECO111_1330,Escherichia coli O111:H- str. 11128,"Transport",0.0344827586206897,0.107142857142857
iECO111_1330,Escherichia coli O111:H- str. 11128,"Transport Outer Membrane Porin",0.362068965517241,0.3
iECO111_1330,Escherichia coli O111:H- str. 11128,"Transport, ABC system",0.0258620689655172,0.0357142857142857
iECO111_1330,Escherichia coli O111:H- str. 11128,"Transport, Outer Membrane",0.00862068965517241,0.00714285714285714
iECO26_1355,Escherichia coli O26:H11 str. 11368,"Alanine, Aspartate, and Glutamate Metabolism",0.0166666666666667,0.0277777777777778
iECO26_1355,Escherichia coli O26:H11 str. 11368,"Alternate Carbon Metabolism",0.1,0.0555555555555556
iECO26_1355,Escherichia coli O26:H11 str. 11368,"Amino acid metabolism: Phenylalanine, Tyrosine, Tryptophan biosynthesis",0.00833333333333333,0.00694444444444444
iECO26_1355,Escherichia coli O26:H11 str. 11368,"Amino acid metabolism: Valine, Leucine and Isoleucine biosynthesis",0.0166666666666667,0.0277777777777778
iECO26_1355,Escherichia coli O26:H11 str. 11368,"Citrate cycle (TCA cycle)",0.00833333333333333,0.00694444444444444
iECO26_1355,Escherichia coli O26:H11 str. 11368,"Cofactor and Prosthetic Group Biosynthesis",0.0166666666666667,0.00694444444444444
iECO26_1355,Escherichia coli O26:H11 str. 11368,"Exchange",0.0166666666666667,0.0208333333333333
iECO26_1355,Escherichia coli O26:H11 str. 11368,"Folate Biosynthesis",0.0166666666666667,0.00694444444444444
iECO26_1355,Escherichia coli O26:H11 str. 11368,"Glycolysis and Gluconeogenesis",0.05,0.0208333333333333
iECO26_1355,Escherichia coli O26:H11 str. 11368,"Histidine Biosynthesis",0.00833333333333333,0.0208333333333333
iECO26_1355,Escherichia coli O26:H11 str. 11368,"Inorganic Ion Transport and Metabolism",0.025,0.138888888888889
iECO26_1355,Escherichia coli O26:H11 str. 11368,"Membrane Lipid Metabolism",0.183333333333333,0.0763888888888889
iECO26_1355,Escherichia coli O26:H11 str. 11368,"Nucleotide Salvage Pathway",0.0333333333333333,0.0555555555555556
iECO26_1355,Escherichia coli O26:H11 str. 11368,"Oxidative Phosphorylation",0.00833333333333333,0.0347222222222222
iECO26_1355,Escherichia coli O26:H11 str. 11368,"Purine and Pyrimidine Biosynthesis",0.025,0.0208333333333333
iECO26_1355,Escherichia coli O26:H11 str. 11368,"Pyruvate Metabolism",0.025,0.0208333333333333
iECO26_1355,Escherichia coli O26:H11 str. 11368,"Transport",0.0333333333333333,0.104166666666667
iECO26_1355,Escherichia coli O26:H11 str. 11368,"Transport Outer Membrane Porin",0.375,0.305555555555556
iECO26_1355,Escherichia coli O26:H11 str. 11368,"Transport, ABC system",0.025,0.0347222222222222
iECO26_1355,Escherichia coli O26:H11 str. 11368,"Transport, Outer Membrane",0.00833333333333333,0.00694444444444444
iECOK1_1307,Escherichia coli IHE3034,"Alanine, Aspartate, and Glutamate Metabolism",0.0161290322580645,0.0222222222222222
iECOK1_1307,Escherichia coli IHE3034,"Alternate Carbon Metabolism",0.0806451612903226,0.0333333333333333
iECOK1_1307,Escherichia coli IHE3034,"Amino acid metabolism: Valine, Leucine and Isoleucine biosynthesis",0.0161290322580645,0.0222222222222222
iECOK1_1307,Escherichia coli IHE3034,"Citrate cycle (TCA cycle)",0.0161290322580645,0.0333333333333333
iECOK1_1307,Escherichia coli IHE3034,"Cofactor and Prosthetic Group Biosynthesis",0.0241935483870968,0.0333333333333333
iECOK1_1307,Escherichia coli IHE3034,"Exchange",0.00806451612903226,0.0111111111111111
iECOK1_1307,Escherichia coli IHE3034,"Folate Biosynthesis",0.0161290322580645,0.00555555555555556
iECOK1_1307,Escherichia coli IHE3034,"Glycolysis and Gluconeogenesis",0.0483870967741935,0.0166666666666667
iECOK1_1307,Escherichia coli IHE3034,"Histidine Biosynthesis",0.00806451612903226,0.0166666666666667
iECOK1_1307,Escherichia coli IHE3034,"Inorganic Ion Transport and Metabolism",0.0241935483870968,0.111111111111111
iECOK1_1307,Escherichia coli IHE3034,"Membrane Lipid Metabolism",0.225806451612903,0.144444444444444
iECOK1_1307,Escherichia coli IHE3034,"Nucleotide Salvage Pathway",0.032258064516129,0.0444444444444444
iECOK1_1307,Escherichia coli IHE3034,"Oxidative Phosphorylation",0.00806451612903226,0.0277777777777778
iECOK1_1307,Escherichia coli IHE3034,"Purine and Pyrimidine Biosynthesis",0.0241935483870968,0.0166666666666667
iECOK1_1307,Escherichia coli IHE3034,"Pyruvate Metabolism",0.0241935483870968,0.0166666666666667
iECOK1_1307,Escherichia coli IHE3034,"Transport",0.032258064516129,0.0833333333333333
iECOK1_1307,Escherichia coli IHE3034,"Transport Outer Membrane Porin",0.362903225806452,0.244444444444444
iECOK1_1307,Escherichia coli IHE3034,"Transport, ABC system",0.0241935483870968,0.0277777777777778
iECOK1_1307,Escherichia coli IHE3034,"Transport, Outer Membrane",0.00806451612903226,0.00555555555555556
iECP_1309,Escherichia coli 536,"Alanine, Aspartate, and Glutamate Metabolism",0.0161290322580645,0.0222222222222222
iECP_1309,Escherichia coli 536,"Alternate Carbon Metabolism",0.0806451612903226,0.0333333333333333
iECP_1309,Escherichia coli 536,"Amino acid metabolism: Valine, Leucine and Isoleucine biosynthesis",0.0161290322580645,0.0222222222222222
iECP_1309,Escherichia coli 536,"Citrate cycle (TCA cycle)",0.0161290322580645,0.0333333333333333
iECP_1309,Escherichia coli 536,"Cofactor and Prosthetic Group Biosynthesis",0.0241935483870968,0.0333333333333333
iECP_1309,Escherichia coli 536,"Exchange",0.00806451612903226,0.0111111111111111
iECP_1309,Escherichia coli 536,"Folate Biosynthesis",0.0161290322580645,0.00555555555555556
iECP_1309,Escherichia coli 536,"Glycolysis and Gluconeogenesis",0.0483870967741935,0.0166666666666667
iECP_1309,Escherichia coli 536,"Histidine Biosynthesis",0.00806451612903226,0.0166666666666667
iECP_1309,Escherichia coli 536,"Inorganic Ion Transport and Metabolism",0.0241935483870968,0.111111111111111
iECP_1309,Escherichia coli 536,"Membrane Lipid Metabolism",0.225806451612903,0.144444444444444
iECP_1309,Escherichia coli 536,"Nucleotide Salvage Pathway",0.032258064516129,0.0444444444444444
iECP_1309,Escherichia coli 536,"Oxidative Phosphorylation",0.00806451612903226,0.0277777777777778
iECP_1309,Escherichia coli 536,"Purine and Pyrimidine Biosynthesis",0.0241935483870968,0.0166666666666667
iECP_1309,Escherichia coli 536,"Pyruvate Metabolism",0.0241935483870968,0.0166666666666667
iECP_1309,Escherichia coli 536,"Transport",0.032258064516129,0.0833333333333333
iECP_1309,Escherichia coli 536,"Transport Outer Membrane Porin",0.362903225806452,0.244444444444444
iECP_1309,Escherichia coli 536,"Transport, ABC system",0.0241935483870968,0.0277777777777778
iECP_1309,Escherichia coli 536,"Transport, Outer Membrane",0.00806451612903226,0.00555555555555556
iECS88_1305,Escherichia coli S88,"Alanine, Aspartate, and Glutamate Metabolism",0.0165289256198347,0.0238095238095238
iECS88_1305,Escherichia coli S88,"Alternate Carbon Metabolism",0.0826446280991736,0.0357142857142857
iECS88_1305,Escherichia coli S88,"Amino acid metabolism: Valine, Leucine and Isoleucine biosynthesis",0.0165289256198347,0.0238095238095238
iECS88_1305,Escherichia coli S88,"Citrate cycle (TCA cycle)",0.0165289256198347,0.0357142857142857
iECS88_1305,Escherichia coli S88,"Cofactor and Prosthetic Group Biosynthesis",0.0247933884297521,0.0357142857142857
iECS88_1305,Escherichia coli S88,"Exchange",0.00826446280991736,0.0119047619047619
iECS88_1305,Escherichia coli S88,"Folate Biosynthesis",0.0165289256198347,0.00595238095238095
iECS88_1305,Escherichia coli S88,"Glycolysis and Gluconeogenesis",0.0495867768595041,0.0178571428571429
